序号,stock_code,stock_name,资产-货币资金,资产-应收账款,资产-存货,total_assets,资产-总资产同比,负债-应付账款,负债-预收账款,total_liabilities,负债-总负债同比,asset_liability_ratio,equity,announcement_date,report_date_param
1727,300959,线上线下,127103036.84,275796971.48,,1196069048.73,-14.6544224015,29240965.7,,90903063.65,-61.3279080052,7.6001518262,1105165985.08,2026-04-29,20260331
1731,300947,德必集团,205831934.02,44967651.65,1287248.21,5428838126.25,-7.16125367,151696607.33,96540985.72,4162348790.15,-6.8057737931,76.6710793977,1266489336.1,2026-04-29,20260331
1732,300940,南极光,386082714.6,221045789.51,47503267.98,1598673081.63,1.6027136406,171838325.23,,424681785.07,-8.5291821223,26.5646422618,1173991296.56,2026-04-29,20260331
1733,300937,药易购,314964163.26,382265070.76,487538408.31,1890947536.49,8.6579529604,344344131.4,,1089587342.23,21.2958458178,57.6212359785,801360194.26,2026-04-29,20260331
1734,300933,中辰股份,668079168.18,1614108358.72,946575479.62,4334680434.33,5.6166483682,243589683.88,,2192519925.32,-7.6178451053,50.5808896074,2142160509.01,2026-04-29,20260331
1738,300911,亿田智能,57015431.55,37286329.55,50586275.18,2111817724.13,-7.9303259125,168197092.12,,971101598.06,6.1310668364,45.9841579585,1140716126.07,2026-04-29,20260331
1739,300909,汇创达,311691602.5,517393468.91,400066911.88,3410724745.88,12.2366132632,330422640.44,,1422244422.42,36.8264812147,41.6991850233,1988480323.46,2026-04-29,20260331
1740,300904,威力传动,61827500.76,302872002.29,550110710.56,3185431653.08,30.3941947021,708617778.39,99082.57,2601143061.51,52.4750867026,81.6574751806,584288591.57,2026-04-29,20260331
1741,300900,广联航空,241723628.12,763301725.48,940328084.32,5190035232.97,5.0564195403,499280951.16,,3010508524.25,-14.3722220815,58.0055508126,2179526708.72,2026-04-29,20260331
1742,300892,品渥食品,305341269.23,47067670.82,185084876.29,1227932089.88,-3.722568422,143863406.13,,190624241.62,-13.9323237827,15.524005211,1037307848.26,2026-04-29,20260331
1743,300891,惠云钛业,284205078.51,169840078.7,293604366.82,3133984605.36,6.2173398139,244610733.86,1191374.15,1829268585.63,14.906808451,58.3687801944,1304716019.73,2026-04-29,20260331
1744,300885,海昌新材,381692598.0,181859476.81,78175448.4,1213381027.18,27.686222024,89527015.9,42938.38,240978775.21,264.3468599409,19.8601074034,972402251.97,2026-04-29,20260331
1745,300881,盛德鑫泰,250084078.74,730277409.06,671610928.16,3273096053.87,3.7334152867,247288429.62,999904.68,1936745196.82,-0.5413792092,59.171657811,1336350857.05,2026-04-29,20260331
1749,300853,申昊科技,186804883.22,197339700.02,260924648.06,1572099977.66,-8.271278135,243778281.9,,931446606.36,4.9550384946,59.2485604984,640653371.3,2026-04-29,20260331
1752,300842,帝科股份,2788752546.18,3373487414.19,1817562223.59,12897736626.38,35.9000646818,790201270.07,,10749741349.84,38.1384723983,83.3459517839,2147995276.54,2026-04-29,20260331
1755,300830,金现代,59402072.64,390573269.75,96202205.15,1400702483.69,-5.9999170852,33116790.11,112830.37,85687817.59,-70.1568798148,6.1174888021,1315014666.1,2026-04-29,20260331
1756,300825,阿尔特,260266360.9,254715789.11,246312019.19,3027430442.76,-5.1232284655,132249699.99,,941144040.24,3.2188644063,31.0872225815,2086286402.52,2026-04-29,20260331
1757,300815,玉禾田,1145182388.39,5025519805.89,157661385.4,10737316347.76,14.0076646726,1143410935.5,,5450117368.89,19.1789422218,50.7586550715,5287198978.87,2026-04-29,20260331
1758,300814,中富电路,568158572.82,465019080.22,610125139.4,3243225358.59,5.8122998804,557447245.62,,1605311516.56,8.6719903771,49.497378044,1637913842.03,2026-04-29,20260331
1759,300793,佳禾智能,781127228.0,377439978.2,487151354.05,4045679441.67,-4.2676255209,601570797.36,,1220540331.13,4.9968758576,30.1689827068,2825139110.54,2026-04-29,20260331
1760,300789,唐源电气,116736542.54,613626280.44,153241746.82,1482860258.94,-4.9890886953,159287700.36,,382911859.79,-18.9181386099,25.8225181693,1099948399.15,2026-04-29,20260331
1762,300781,因赛集团,118454122.12,311553020.36,,902664599.81,-6.6131354845,115219561.11,0.0,246456777.98,10.9967949336,27.303250624,656207821.83,2026-04-29,20260331
1764,300778,新城市,105427638.21,122853971.19,,1387848436.55,-7.1412576638,78032850.51,770898.69,187446521.08,-12.5620018516,13.5062674096,1200401915.47,2026-04-29,20260331
1765,300774,倍杰特,119678491.14,646661199.86,221181965.51,3779534828.33,63.0957622578,581314942.4,,2059121907.91,187.2286933677,54.4808290289,1720412920.42,2026-04-29,20260331
1766,300771,智莱科技,375755389.29,59545850.96,210327305.0,2437908597.1,4.7994296009,30908146.42,,448240955.49,17.7266895338,18.3862904468,1989667641.61,2026-04-29,20260331
1775,300745,欣锐科技,422828017.15,737904284.43,531620564.92,4424829691.96,2.3182977176,968979539.11,0.0,2208030103.01,7.6352273862,49.9009059495,2216799588.95,2026-04-29,20260331
1778,300731,科创新源,226893058.85,331614907.2,150406837.99,1340717097.18,8.2323917307,186689991.27,,660862382.12,16.9636220599,49.2917098999,679854715.06,2026-04-29,20260331
1779,300720,海川智能,296622096.41,28303107.13,104341721.84,649074505.17,0.4139140932,13719819.86,,58830669.84,17.89594275,9.0637776359,590243835.33,2026-04-29,20260331
1780,300719,安达维尔,164717039.23,840084865.68,302797707.16,1735673377.5,2.8406538863,168222991.17,0.0,724528229.36,11.9355040454,41.7433509526,1011145148.14,2026-04-29,20260331
1781,300715,凯伦股份,596872409.28,1466887808.59,396045721.28,5655677076.4,19.338255943,713529240.16,,3812159368.42,29.7285441044,67.404120089,1843517707.98,2026-04-29,20260331
1782,300711,广哈通信,943439851.08,411399820.09,219895030.82,2143747976.19,93.5143480453,161595050.64,42000.0,481989947.14,49.3095486295,22.4835173021,1661758029.05,2026-04-29,20260331
1783,300701,森霸传感,78002433.8,80216622.25,107905259.12,1148221371.13,2.5242135588,48294339.51,,110888605.07,1.1710670036,9.6574238956,1037332766.06,2026-04-29,20260331
1786,300684,中石科技,486369618.2,385467224.58,206030849.67,2648075989.79,9.0297742247,230959681.45,25000.0,392627340.71,16.2349238685,14.826891004,2255448649.08,2026-04-29,20260331
1792,300656,民德电子,50782661.11,102859037.9,110468660.16,2214329632.52,-5.5377772593,265134827.72,,1317008005.78,13.0617173808,59.4766012448,897321626.74,2026-04-29,20260331
1793,300652,雷迪克,344817405.59,199997787.16,317798882.45,2208293593.79,18.1977870249,286586201.79,,585645328.06,37.265792634,26.5202656797,1622648265.73,2026-04-29,20260331
1794,300647,超频三,238206122.55,181087449.39,246744347.71,2130524161.36,5.0805499759,263514301.93,,1683369375.19,18.1840609878,79.0119823901,447154786.17,2026-04-29,20260331
1796,300639,凯普生物,768349878.89,663176488.05,70809175.34,4223412294.36,-6.8596079235,90185794.6,,503833539.48,-15.2985891265,11.9295371696,3719578754.88,2026-04-29,20260331
1798,300636,同和药业,119276447.61,126448141.28,524638162.71,3311620944.86,-3.2054088299,75421294.95,,927606794.56,-15.0354877686,28.0106573187,2384014150.3,2026-04-29,20260331
1803,300617,安靠智电,179425223.83,796119399.48,265328412.86,3961428726.94,4.7229479104,370381969.26,,924151962.56,10.0260006942,23.3287539992,3037276764.38,2026-04-29,20260331
1804,300616,尚品宅配,957195085.5,241637334.16,374343318.22,6391786922.79,-17.1620016693,152152291.32,,3512689422.66,-19.1104696314,54.9562972779,2879097500.13,2026-04-29,20260331
1806,300606,金太阳,143394676.78,171587152.42,140471915.64,1190697302.11,-0.9941108606,107254382.54,,486688484.73,-4.1986835537,40.8742409903,704008817.38,2026-04-29,20260331
1812,300581,晨曦航空,16427540.9,412212087.35,365803869.05,1118408267.65,-5.9445796369,140437334.68,,202809369.64,-1.081790499,18.1337509303,915598898.01,2026-04-29,20260331
1813,300571,平治信息,871532725.74,912099294.87,208446921.95,5394292768.05,24.8192263733,560640111.48,,4157007391.28,45.2323429972,77.0630659111,1237285376.77,2026-04-29,20260331
1814,300566,激智科技,501661106.12,858223465.23,328525359.67,3516623753.47,-5.885956537,324800901.41,,1280641847.95,-23.7396326696,36.416800253,2235981905.52,2026-04-29,20260331
1818,300547,川环科技,213229873.24,174003158.52,339798636.9,1755063343.85,12.8773283081,239302214.68,,370585610.18,20.4923646832,21.1152270645,1384477733.67,2026-04-29,20260331
1819,300542,新晨科技,222809737.88,394208587.15,359513232.16,1312466912.23,4.8759289443,170128992.33,,772076933.44,12.3009404523,58.8263922119,540389978.79,2026-04-29,20260331
1820,300540,蜀道装备,408869024.08,232949151.81,300058680.52,2135895831.77,8.4244299152,225153675.91,,966600031.56,13.9747741467,45.2550174584,1169295800.21,2026-04-29,20260331
1821,300539,横河精密,108837504.26,321507108.09,231812911.17,1594583971.05,29.5919346903,136605813.72,,402037491.01,-38.1674373462,25.2126885952,1192546480.04,2026-04-29,20260331
1822,300537,广信材料,117856847.58,243869020.62,94496798.42,1220862789.89,1.9715950871,157502014.31,,302767607.74,-29.3232683457,24.7994787168,918095182.15,2026-04-29,20260331
1824,300533,冰川网络,256046053.89,239088309.32,,2790549270.62,9.6690090618,14182240.02,1347331.83,1253528459.94,15.8480832659,44.920491931,1537020810.68,2026-04-29,20260331
1829,300513,恒实科技,94933233.73,877363164.53,696659153.44,2641287716.63,-22.7482711789,746999696.47,4072788.65,2049681793.34,3.1808171858,77.601610019,591605923.29,2026-04-29,20260331
1830,300512,中亚股份,256157804.15,422509960.91,1175105032.55,2682172992.19,3.9733570543,298963013.15,,1043812606.07,9.1432721911,38.9166772281,1638360386.12,2026-04-29,20260331
1833,300485,赛升药业,134458493.24,38926984.18,71563801.64,3565739419.41,-0.6331584104,12696335.92,585017.76,169875270.66,3.4562579303,4.764096606,3395864148.75,2026-04-29,20260331
1836,300473,德尔股份,465059965.39,924522811.36,829131586.2,4723258194.03,18.8225264037,1065781988.45,,2802121920.46,18.1455218196,59.3260373528,1921136273.57,2026-04-29,20260331
1837,300469,信息发展,156199200.25,88848144.86,81156119.45,1207935178.01,7.3652176484,153343070.88,,853024943.63,42.5641155711,70.6184370783,354910234.38,2026-04-29,20260331
1841,300461,田中精机,50722610.69,164368188.1,140432721.22,785904936.2,-8.8765393926,69951890.81,,243459355.01,-33.0840087311,30.9782193489,542445581.19,2026-04-29,20260331
1846,300439,美康生物,571675507.84,609299374.41,250580051.31,3594067443.54,0.1707315146,309440903.47,,612908429.97,-1.8861560356,17.0533369114,2981159013.57,2026-04-29,20260331
1848,300436,广生堂,208547198.35,80879171.9,129852938.9,1413978409.57,2.238606954,201246913.23,8958.72,1097801544.1,8.07648472,77.6392013251,316176865.47,2026-04-29,20260331
1850,300429,强力新材,224617199.16,207817174.84,468576475.55,3265092146.19,-4.6786851687,147961293.0,,1470622988.35,-4.9456144984,45.0407805509,1794469157.84,2026-04-29,20260331
1852,300421,力星股份,125179615.32,425503016.77,300624559.42,1957077885.1,-1.4840520994,186149775.53,,664686880.27,-7.0975682173,33.9632308622,1292391004.83,2026-04-29,20260331
1856,300400,劲拓股份,370611776.65,175761284.56,202689971.03,1113508811.53,-6.1836998169,162775116.44,,406852439.23,10.3647916877,36.5378733439,706656372.3,2026-04-29,20260331
1858,300382,斯莱克,345241391.55,699945913.81,1106168268.96,5427062453.11,3.5494921997,562712020.53,,3178516617.51,7.5919889647,58.5679019722,2248545835.6,2026-04-29,20260331
1859,300381,溢多利,392749834.55,208325977.33,226899982.61,2879347181.91,-0.4160099416,118338013.35,,266842529.37,16.0048141234,9.267466287,2612504652.54,2026-04-29,20260331
1860,300380,安硕信息,132963636.34,178580379.65,501661911.1,1002153353.44,3.9652698693,13572784.51,,579914052.39,0.3158769759,57.8667975714,422239301.05,2026-04-29,20260331
1863,300375,鹏翎股份,236181720.82,662006891.1,585738551.59,3323540296.16,-7.5498808782,365187454.13,597241.1,1257623759.76,-3.7480890435,37.8398830071,2065916536.4,2026-04-29,20260331
1866,300359,全通教育,280457644.85,154014797.54,4974615.71,694793293.68,-15.939936972,47341210.22,,124685283.87,-22.4396806549,17.9456659994,570108009.81,2026-04-29,20260331
1870,300307,慈星股份,402460364.51,269415294.08,1101908501.31,4479330314.03,-10.093530496,495359594.62,5854645.73,1187126480.3,-30.2810084735,26.5023205943,3292203833.73,2026-04-29,20260331
1871,300304,云意电气,760788467.88,653549519.17,690049248.84,4811499845.23,13.2275537168,524108098.36,531922.01,1172779239.07,18.4213888475,24.3745043499,3638720606.16,2026-04-29,20260331
1873,300299,富春股份,69214542.95,174348894.03,77963058.84,858774992.37,-10.9978566076,180818184.92,27270.49,494939146.38,-4.8797308752,57.6331577861,363835845.99,2026-04-29,20260331
1874,300272,开能健康,961335135.74,215422609.9,285845454.84,3529776866.6,16.468019416,191440855.26,0.0,2156267033.78,27.9591579998,61.0879133518,1373509832.82,2026-04-29,20260331
1878,300250,初灵信息,131334277.44,114777848.2,82473819.6,754989063.77,6.9074447031,59304637.06,4007468.84,204917171.18,8.5217871286,27.1417403262,550071892.59,2026-04-29,20260331
1879,300241,瑞丰光电,311152373.76,790602182.59,525824398.75,3822571712.78,8.7174266104,581594863.79,53597364.07,1521395514.67,13.7745440863,39.800313218,2301176198.11,2026-04-29,20260331
1880,300238,冠昊生物,144223679.34,61062493.63,71002809.23,787222971.85,3.0069188304,13977539.25,171651.14,292315611.59,5.9387174484,37.1325052803,494907360.26,2026-04-29,20260331
1884,300219,鸿利智汇,1211503090.89,1110604536.95,900560790.63,6264236597.26,10.3227247516,1533384391.78,13232486.48,3657396823.28,18.4316852309,58.3853557651,2606839773.98,2026-04-29,20260331
1887,300203,聚光科技,1343827647.13,657417767.57,1244904334.26,8673301515.65,-6.2677874252,837202325.5,20729462.34,5869229114.64,-0.3391669759,67.6700689357,2804072401.01,2026-04-29,20260331
1890,300192,科德教育,465808827.71,103269516.18,67920131.12,1354064284.18,10.6526368691,74526033.99,71605.21,358756645.73,25.1279990612,26.4948016074,995307638.45,2026-04-29,20260331
1892,300176,鸿特科技,214451674.47,374139389.25,394467656.12,2643246231.69,22.1876118298,365075537.25,1567647.05,1660565461.59,36.0046249424,62.8229576829,982680770.1,2026-04-29,20260331
1895,300162,雷曼光电,182112062.39,210193717.47,315619373.6,1500100485.04,-9.4918662819,162647900.26,,650564968.12,-12.4788453368,43.368092645,849535516.92,2026-04-29,20260331
1896,300161,华中数控,367131313.57,642613134.56,1123147025.92,4641187315.95,3.6462186632,704620705.49,,2929523138.25,5.9163968173,63.1201229087,1711664177.7,2026-04-29,20260331
1899,300149,睿智医药,430691722.74,239510100.31,16576124.37,2040041057.94,2.6661407274,58745199.59,,728594588.44,-1.8925623358,35.7147021921,1311446469.5,2026-04-29,20260331
1901,300132,青松股份,732502408.11,401603243.65,330975007.02,2178303180.54,-1.1651747412,335514911.66,,689417722.49,-22.1674407016,31.6493006414,1488885458.05,2026-04-29,20260331
1906,300120,经纬辉开,607114397.4,1126313283.59,1017121469.44,6239515252.23,33.1347389195,1422481436.76,,3725622892.41,120.9993567955,59.710133589,2513892359.82,2026-04-29,20260331
1911,300095,华伍股份,691302847.72,608064188.94,493669455.58,2928774695.99,-11.9092984914,260354923.88,,1357794845.26,-8.8667359925,46.3605086154,1570979850.73,2026-04-29,20260331
1912,300086,康芝药业,17269378.96,40529482.59,160328103.04,1737230784.26,-13.7219835844,60782353.76,1195850.2,828173168.52,-6.1960826344,47.6720293022,909057615.74,2026-04-29,20260331
1916,300071,福石控股,78991735.5,438269656.58,321429.04,786729552.03,-27.388572443,404054885.15,,617467074.4,-34.5897291597,78.4853032159,169262477.63,2026-04-29,20260331
1919,300063,天龙集团,183724628.2,2031223661.53,394708120.02,3604336065.35,9.7631941235,596735342.13,228496.42,1724788770.24,11.9933844094,47.8531618298,1879547295.11,2026-04-29,20260331
1920,300056,中创环保,21338466.25,205849123.05,90288083.01,624290029.97,-20.39197829,165430621.14,93484.64,645901522.78,-2.538135639,103.4617712557,-21611492.81,2026-04-29,20260331
1923,300042,朗科科技,578227787.11,83266929.4,644432813.7,1711331790.38,46.7901634369,85576380.69,,584939898.68,274.9799266356,34.180391083,1126391891.7,2026-04-29,20260331
1924,300041,回天新材,1031522130.99,1367857542.02,471782661.12,6846248420.49,3.9482567313,509363800.44,,3596747928.49,-0.0925277917,52.5360417499,3249500492.0,2026-04-29,20260331
1925,300040,九洲集团,448265793.8,1368192122.38,253362212.7,7506253848.72,7.4683364826,342049980.52,1778982.36,4818847029.16,6.7939533341,64.1977626427,2687406819.56,2026-04-29,20260331
1927,300032,金龙机电,469935885.15,217128764.42,137145835.28,1455943701.03,-13.2563491605,290332427.71,29167.67,815884618.95,-19.0208504416,56.0381983433,640059082.08,2026-04-29,20260331
1931,300016,北陆药业,429285406.05,230228700.17,355927024.74,3439258664.27,7.2462961316,126226390.62,,974970937.54,-28.4465061188,28.3482876025,2464287726.73,2026-04-29,20260331
1933,300005,探路者,659086573.68,333680325.69,558191366.29,3150166301.01,20.9697718679,345370713.89,,1035071351.7,60.0309891434,32.8576733034,2115094949.31,2026-04-29,20260331
1935,003043,华亚智能,585909799.77,342590404.67,385811026.09,3041634063.73,7.3435278426,145630042.64,,1024188628.92,12.7389989705,33.6723158493,2017445434.81,2026-04-29,20260331
1937,003037,三和管桩,787644391.45,1505082739.89,461520704.57,6905447312.18,-3.2784912773,749101055.51,0.0,4089312727.94,-5.5142969374,59.2186507705,2816134584.24,2026-04-29,20260331
1940,003026,中晶科技,149156185.82,132719695.69,113388625.49,1263058201.49,-3.9820330401,97752496.1,,581816162.5,-12.4655514897,46.0640817512,681242038.99,2026-04-29,20260331
1941,003025,思进智能,377449069.75,53094030.61,325379023.91,1596578848.96,9.6187706657,140083474.91,2301431.18,296088259.39,23.7795579115,18.5451698538,1300490589.57,2026-04-29,20260331
1942,003019,宸展光电,534839840.35,496157309.95,529677608.11,2969694381.34,13.5395832941,318150829.58,,1174500291.1,24.2654624049,39.5495340692,1795194090.24,2026-04-29,20260331
